"benchmark","version","application","file","line","function"
"mediabench","default","mpeg4enc","mpeg12.c","2064","quant_matrix_rebuild"
"mediabench","default","mpeg4dec","ac3enc.c","436","fft"
"spec2006","v1.1","400.perlbench","pp_pack.c","1662","S_unpack_rec"
"spec2006","v1.1","400.perlbench","regcomp.c","3984","S_regclass"
"TSVC","default","default","tsc.c","4245","s352"
"mediabench","default","h264enc-ldecod","macroblock.c","3037","readCBPandCoeffsFromNAL"
"mediabench","default","h264enc-lencod","transform8x8.c","1708","dct_luma8x8"
"spec2000","v1.3","300.twolf","parser.c","495","parser"
"spec2006","v1.1","458.sjeng","moves.c","1181","f_in_check"
"cortexsuite","default","pca","pca.c","166","main"
"spec2006","v1.1","435.gromacs","innerc.c","2541","inl1000"
"mediabench","default","cjpeg","jquant2.c","798","find_best_colors"
"NPB","2.3-OpenACC-C","UA-SNU","precond.c","415","setpcmo_pre"
"mediabench","default","h264enc-lencod","macroblock.c","2175","ZeroRef"
"spec2000","v1.3","254.gap","range.c","553","PlainRange"
"spec2006","v1.1","458.sjeng","moves.c","1045","f_in_check"
"FreeBench","default","fourinarow","fourinarow.c","282","find_winner_c"
"spec2000","v1.3","300.twolf","findfeeds.c","554","findfeeds"
"mediabench","default","h264enc-lencod","rdopt.c","2117","RDCost_for_macroblocks"
"mediabench","default","mpeg4enc","mpegaudio.c","96","MPA_encode_init"
"libraries","default","daala","dct.c","8802","dynamic_range"
"NPB","2.3-OpenACC-C","UA-SNU","setup.c","196","coef"
"libraries","default","daala","accounting.c","73","od_accounting_init"
"mediabench","default","h264dec-lencod","mv-search.c","760","Init_Motion_Search_Module"
"libraries","default","libdeep","lodepng.c","3896","unfilterScanline"
"spec2000","v1.3","254.gap","integer.c","2035","GcdInt"
"Kernels","SERIAL","Stencil","stencil.c","160","main"
"ALPBench","v1.0","MPGenc","quantize.c","441","quant_non_intra"
"spec2000","v1.3","300.twolf","grdcell.c","72","grdcell"
"libraries","default","daala","dct.c","8514","check_bias"
"libraries","default","libdeep","lodepng.c","1381","hash_init"
"cortexsuite","default","cnn","MNistDoc.c","800","BackpropagationThread"
"mediabench","default","rasta","lpccep.c","154","auto_to_lpc"
"NPB","2.3-OpenACC-C","SP","sp.c","1630","compute_rhs"
"spec2006","v1.1","445.gobmk","move_reasons.c","1391","add_replacement_move"
"mediabench","default","rasta","noise_est.c","352","comp_noisepower"
"spec2006","v1.1","482.sphinx3","cmn_prior.c","89","cmn_prior"
"cortexsuite","default","sphinx","dict.c","431","dict_word2basestr"
"polybench","4.1","stencils-fdtd-2d","fdtd-2d.c","38","init_array"
"mediabench","default","rasta","lpccep.c","253","lpc_to_cep"
"libraries","default","daala","intra.c","56","od_hv_intra_pred"
"NPB","2.3-OpenACC-C","UA-SNU","setup.c","50","create_initial_grid"
"mediabench","default","h264enc-lencod","nal.c","87","RBSPtoEBSP"
"ALPBench","v1.0","MPGdec","recon.c","652","form_component_prediction"
"spec2000","v1.3","301.apsi","apsi.c","3252","dvdtz"
"spec2006","v1.1","401.bzip2","huffman.c","155","BZ2_hbMakeCodeLengths"
"libraries","default","libdeep","lodepng.c","3897","unfilterScanline"
"libraries","default","libdeep","lodepng.c","5075","filterScanline"
"cortexsuite","default","sphinx","vector.c","96","vector_sum_norm"
"spec2006","v1.1","464.h264ref","block.c","1149","dct_chroma"
"NPB","2.3-OpenACC-C","UA-SNU","precond.c","405","setpcmo_pre"
"ALPBench","v1.0","MPGenc","quantize.c","287","quant_intra"
"spec2006","v1.1","400.perlbench","util.c","699","Perl_screaminstr"
"NPB","2.3-OpenACC-C","UA-SNU","mason.c","1802","mortar_vertex"
"GitApps","default","gap","string.c","844","LtString"
"NPB","2.3-OpenACC-C","SP","sp.c","2383","x_solve"
"spec2000","v1.3","186.crafty","init.c","1094","InitializePawnMasks"
"spec2006","v1.1","400.perlbench","regexec.c","2189","S_regtry"
"spec2006","v1.1","464.h264ref","macroblock.c","1655","IntraChromaPrediction4x4"
"libraries","default","libdeep","lodepng.c","1380","hash_init"
"cortexsuite","default","liblinear","tron.c","317","TRON_tron_l2r_l2_svc"
"spec2006","v1.1","400.perlbench","doio.c","344","Perl_do_openn"
"mediabench","default","h264dec-lencod","macroblock.c","189","proceed2nextMacroblock"
"spec2006","v1.1","482.sphinx3","utt.c","443","utt_word_trans"
"spec2006","v1.1","445.gobmk","owl.c","438","do_owl_analyze_semeai"
"FreeBench","default","fourinarow","fourinarow.c","139","init_board"
"spec2006","v1.1","464.h264ref","lencod.c","603","CAVLC_init"
"NPB","2.3-OpenACC-C","IS","is.c","396","rank"
"mediabench","default","h264dec-lencod","intrarefresh.c","101","RandomIntra"
"NPB","2.3-OpenACC-C","SP","sp.c","1558","compute_rhs"
"spec2000","v1.3","301.apsi","apsi.c","8695","radb4"
"TSVC","default","default","tsc.c","2864","s2275"
"mediabench","default","h264dec-lencod","transform8x8.c","1388","LowPassForIntra8x8Pred"
"spec2000","v1.3","172.mgrid","mgrid.c","683","comm3"
"spec2000","v1.3","254.gap","permutat.c","2565","FunLargestMovedPointPerm"
"spec2000","v1.3","175.vpr","rr_graph_area.c","397","trans_per_mux"
"netlib","default","cg","cg_rc_prb.c","183","test01"
"mediabench","default","mpeg2dec","getpic.c","674","Saturate"
"spec2006","v1.1","482.sphinx3","bio.c","209","chksum_accum"
"spec2006","v1.1","464.h264ref","nal.c","87","RBSPtoEBSP"
"spec2006","v1.1","401.bzip2","blocksort.c","1131","BZ2_blockSort"
"polybench","4.1","medley-floyd-warshall","floyd-warshall.c","31","init_array"
"TSVC","default","default","tsc.c","4885","s4114"
"mediabench","default","h264dec-lencod","mv-search.c","1217","SATD8X8"
"NPB","2.3-OpenACC-C","DC","adc.c","103","GetLCM"
"ALPBench","v1.0","MPGenc","motion.c","2126","dist2"
"libraries","default","flac","lpc.c","967","FLAC_lpc_restore_signal"
"mediabench","default","mpeg2dec","getpic.c","512","Add_Block"
"mediabench","default","h264dec-lencod","mv-search.c","769","Init_Motion_Search_Module"
"TSVC","default","default","tsc.c","2359","s251"
"spec2000","v1.3","186.crafty","init.c","1231","InitializePieceMasks"
"polybench","4.1","medley-deriche","deriche.c","104","kernel_deriche"
"mediabench","default","mpeg2enc","predict.c","478","pred_comp"
"spec2006","v1.1","433.milc","quark_stuff.c","612","is_path_equal"
"libraries","default","daala","pvq.c","279","od_adapt_pvq_ctx_reset"
"NPB","2.3-OpenACC-C","UA-SNU","transfer.c","302","transfb"
"mediabench","default","h264dec-ldecod","transform8x8.c","949","itrans8x8"
"spec2006","v1.1","435.gromacs","ns.c","1474","ns5_core"
"mediabench","default","mpeg4enc","jfdctint.c","246","ff_jpeg_fdct_islow"
"spec2006","v1.1","482.sphinx3","subvq.c","426","subvq_mgau_shortlist"
"TSVC","default","default","tsc.c","4182","s351"
"spec2006","v1.1","400.perlbench","mg.c","2194","Perl_magic_set"
"spec2006","v1.1","464.h264ref","rdopt.c","1893","RDCost_for_macroblocks"
"spec2000","v1.3","197.parser","and.c","793","compute_matchers_for_a_label"
"GitApps","default","gap","trans.c","2240","FuncCOMPONENT_REPS_TRANS"
"GitApps","default","gap","trans.c","1510","FuncINV_TRANS"
"mediabench","default","h263enc","dct.c","125","Dct"
"GitApps","default","gap","system.c","1483","SySetGapRootPath"
"NPB","2.3-OpenACC-C","LU","lu.c","1988","pintgr"
"mediabench","default","h264dec-lencod","block.c","576","dct_luma_16x16"
"libraries","default","daala","pvq_decoder.c","364","od_pvq_decode"
"spec2000","v1.3","253.perlbmk","regcomp.c","1937","regclass"
"Kernels","SERIAL","Branch","branch.c","251","main"
"libraries","default","silk","SKP_Silk_find_LTP_FIX.c","240","SKP_Silk_fit_LTP"
"libraries","default","libdeep","lodepng.c","5060","filterScanline"
"cortexsuite","default","pca","pca.c","195","main"
"NPB","2.3-OpenACC-C","BT","bt.c","222","error_norm"
"spec2000","v1.3","171.swim","swim.c","611","calc3"
"libraries","default","libdeep","lodepng.c","2701","LodePNGUnknownChunks_init"
"Kernels","SERIAL","Stencil","stencil.c","259","main"
"polybench","4.1","stencils-heat-3d","heat-3d.c","72","kernel_heat_3d"
"spec2006","v1.1","400.perlbench","regcomp.c","4094","S_regclass"
"spec2006","v1.1","445.gobmk","influence.c","1198","value_territory"
"FreeBench","default","pifft","pifft.c","1445","mp_sprintf"
"spec2006","v1.1","458.sjeng","attacks.c","242","is_attacked"
"FreeBench","default","pifft","fftsg.c","698","makect"
"mediabench","default","h264enc-lencod","transform8x8.c","1428","RDCost_for_8x8IntraBlocks"
"spec2000","v1.3","164.gzip","trees.c","382","ct_init"
"mediabench","default","mpeg4enc","mpegaudio.c","270","idct32"
"mediabench","default","mpeg4dec","msmpeg4.c","315","find_best_tables"
"NPB","2.3-OpenACC-C","UA-SNU","convect.c","119","convect"
"GitApps","default","gap","pperm.c","1458","FuncJOIN_PPERMS"
"NPB","2.3-OpenACC-C","UA-SNU","transfer.c","422","transfb"
"mediabench","default","mpeg2enc","predict.c","470","pred_comp"
"spec2000","v1.3","179.art","scanner.c","829","init_bu"
"spec2000","v1.3","171.swim","swim.c","365","inital"
"spec2006","v1.1","400.perlbench","doio.c","216","Perl_do_openn"
"libraries","default","libdeep","lodepng.c","5076","filterScanline"
"machinelearning","default","darknet","utils.c","509","scale_array"
"Kernels","SERIAL","Branch","func.c","25980","func35"
"spec2006","v1.1","456.hmmer","histogram.c","1097","Lawless422"
"mediabench","default","h264enc-ldecod","transform8x8.c","887","LowPassForIntra8x8Pred"
"spec2006","v1.1","464.h264ref","rdopt.c","1589","SetCoeffAndReconstruction8x8"
"spec2006","v1.1","458.sjeng","moves.c","1160","f_in_check"
"livermore","default","livermore","lloops.c","1489","kernels"
"FreeBench","default","pifft","fftsg.c","916","bitrv2conj"
"libraries","default","silk","SKP_Silk_noise_shape_analysis_FIX.c","432","SKP_Silk_noise_shape_analysis_FIX"
"FreeBench","default","pifft","pifft.c","733","mp_mul_radix_test"
"scimark2","default","default","SparseCompRow.c","29","SparseCompRow_matmult"
"NPB","2.3-OpenACC-C","BT","bt.c","1989","compute_rhs"
"cortexsuite","default","clustering-spectral","eigen.c","14","trnm"
"mediabench","default","h264dec-lencod","slice.c","1023","poc_ref_pic_reorder"
"cortexsuite","default","srr","SRREngine.c","328","SRREngine123"
"spec2000","v1.3","300.twolf","findcost.c","246","findcost"
"mediabench","default","mpeg2dec","recon.c","411","form_component_prediction"
"spec2006","v1.1","435.gromacs","md.c","311","do_md"
"TSVC","default","default","tsc.c","2163","s235"
"mediabench","default","h264dec-ldecod","macroblock.c","489","reset_coeffs"
"mediabench","default","h264dec-lencod","block.c","618","dct_luma_16x16"
"GitApps","default","gap","trans.c","2364","FuncNR_COMPONENTS_TRANS"
"spec2000","v1.3","197.parser","and.c","1266","set_has_fat_down"
"mediabench","default","h264dec-lencod","refbuf.c","159","UMVLine4X"
"FreeBench","default","pcompress2","compress.c","135","do_bwe"
"spec2006","v1.1","401.bzip2","blocksort.c","817","mainSort"
"mediabench","default","h263enc","coder.c","754","ReconImage"
"TSVC","default","default","tsc.c","3065","s2710"
"mediabench","default","mpeg4enc","mjpeg.c","973","find_frame_end"
"libraries","default","twolame","psycho_3.c","485","psycho_3_init"
"FreeBench","default","neural","neural.c","302","generateT"
"spec2006","v1.1","435.gromacs","tables.c","494","make_tables"
"TSVC","default","default","tsc.c","4083","s341"
"mediabench","default","mpeg4enc","msmpeg4.c","951","msmpeg4_encode_block"
"spec2006","v1.1","445.gobmk","influence.c","1483","compute_followup_influence"
"spec2000","v1.3","164.gzip","deflate.c","545","fill_window"
"livermore","default","livermore","lloops.c","1656","endloop"
"mediabench","default","h263enc","dct.c","153","Dct"
"mediabench","default","h264dec-lencod","transform8x8.c","1381","LowPassForIntra8x8Pred"
"spec2006","v1.1","458.sjeng","moves.c","857","f_in_check"
"spec2006","v1.1","458.sjeng","moves.c","1100","f_in_check"
"NPB","2.3-OpenACC-C","SP","sp.c","2931","z_solve"
"spec2000","v1.3","254.gap","permutat.c","1728","CommPP"
"cortexsuite","default","sphinx","ngram_model_dmp.c","430","ngram_model_dmp_read"
"livermore","default","livermore","lloops.c","1050","kernels"
"mediabench","default","h264dec-lencod","mv-search.c","271","SetupLargerBlocks"
"mediabench","default","rasta","lpccep.c","80","lpccep"
"libraries","default","daala","dct.c","8713","dynamic_range"
"ASC-llnl","v1.0","amgmk","vector.c","384","hypre_SeqVectorAxpy"
"cortexsuite","default","sphinx","feat.c","616","feat_1s_c_d_dd_cep2feat"
"mediabench","default","h264enc-lencod","refbuf.c","73","UMVLine16Y_11"
"TSVC","default","default","tsc.c","3642","s317"
"ALPBench","v1.0","MPGenc","motion.c","1909","dist1"
"spec2000","v1.3","253.perlbmk","util.c","914","Perl_fbm_compile"
"cortexsuite","default","rbm","main.c","38","activateHiddenUnits"
"netlib","default","chebyshev","chebyshev.c","218","chebyshev_zeros"
"Kernels","SERIAL","Branch","func.c","21106","func32"
"libraries","default","twolame","subband.c","81","window_filter_subband"
"NPB","2.3-OpenACC-C","BT","bt.c","2416","verify"
"spec2006","v1.1","458.sjeng","moves.c","977","f_in_check"
"spec2000","v1.3","301.apsi","apsi.c","8769","radb4"
"mediabench","default","h264dec-ldecod","macroblock.c","3276","readCBPandCoeffsFromNAL"
"mediabench","default","h264enc-lencod","leaky_bucket.c","235","calc_buffer"
"NPB","2.3-OpenACC-C","LU","lu.c","2718","setbv"
"NPB","2.3-OpenACC-C","LU","lu.c","1939","l2norm"
"ASC-llnl","v1.0","crystalMk","Crystal_Cholesky.c","26","Crystal_Cholesky"
"libraries","default","lame","gain_analysis.c","472","analyzeResult"
"NPB","2.3-OpenACC-C","UA-SNU","transfer.c","208","transf"
"NPB","2.3-OpenACC-C","UA-SNU","adapt.c","1123","remapx"
"polybench","4.1","linear-algebra-solvers-cholesky","cholesky.c","51","init_array"
"libraries","default","flac","lpc.c","1194","FLAC_lpc_restore_signal_wide"
"spec2000","v1.3","255.vortex","testobj.c","414","Draw701"
"mediabench","default","h264enc-lencod","block.c","559","dct_luma_16x16"
"spec2006","v1.1","482.sphinx3","ckd_alloc.c","151","ckd_calloc_2d"
"spec2006","v1.1","464.h264ref","mv-search.c","3074","FindSkipModeMotionVector"
"spec2000","v1.3","255.vortex","tree0.c","262","Tree_Adjust"
"Kernels","SERIAL","Branch","branch.c","301","main"
"NPB","2.3-OpenACC-C","IS","is.c","227","randlc"
"spec2000","v1.3","301.apsi","apsi.c","5966","horsmt"
"libraries","default","libsndfile","xi.c","1188","i2dles_array"
"libraries","default","silk","SKP_Silk_encode_pulses.c","114","SKP_Silk_encode_pulses"
"spec2006","v1.1","458.sjeng","utils.c","837","reset_piece_square"
"Kernels","SERIAL","Amr","amr.c","105","interpolate"
"cortexsuite","default","clustering-kmeans","kmeans.c","76","k_means"
"mediabench","default","h263dec","recon.c","269","rec"
"machinelearning","default","darknet","rnn.c","273","test_char_rnn"
"spec2006","v1.1","464.h264ref","leaky_bucket.c","172","Sort"
"spec2000","v1.3","164.gzip","trees.c","350","ct_init"
"Kernels","SERIAL","Branch","func.c","17858","func30"
"mediabench","default","h264dec-lencod","lencod.c","706","init_img"
"spec2006","v1.1","400.perlbench","pp_ctl.c","316","Perl_rxres_restore"
"mediabench","default","mpeg4dec","mpeg12.c","802","ff_mpeg1_encode_init"
"libraries","default","silk","SKP_Silk_CNG.c","48","SKP_Silk_CNG_exc"
"spec2000","v1.3","256.bzip2","bzip2.c","1790","getAndMoveToFrontDecode"
"libraries","default","daala","dct.c","8445","compute_ibasis"
"mediabench","default","mpeg4enc","mpegaudio.c","81","MPA_encode_init"
"NPB","2.3-OpenACC-C","UA-SNU","mason.c","1638","edgecopy_s"
"TSVC","default","default","tsc.c","5252","vpvpv"
"libraries","default","libdeep","deeplearn.c","612","deeplearn_set_input_field_text"
"ALPBench","v1.0","MPGenc","motion.c","2314","bdist1"
"libraries","default","daala","decode.c","1077","od_decode_coefficients"
"machinelearning","default","darknet","blas.c","167","copy_cpu"
"spec2000","v1.3","186.crafty","preeval.c","90","PreEvaluate"
"mediabench","default","h264enc-lencod","rdopt.c","1189","RDCost_for_8x8blocks"
"libraries","default","libdeep","lodepng.c","206","uivector_copy"
"cortexsuite","default","sphinx","dtoa.c","615","s2b"
"mediabench","default","mpeg2enc","predict.c","419","pred_comp"
"libraries","default","lame","takehiro.c","1051","best_scalefac_store"
"cortexsuite","default","svd3","fSetArray.c","15","fSetArray"
"libraries","default","libpng","pngrtran.c","2178","png_do_unpack"
"ALPBench","v1.0","csuFaceIdEval_5.1","csuCommonMatrix.c","55","makeMatrix"
"NPB","2.3-OpenACC-C","DC","adc.c","138","GetLCM"
"mediabench","default","h264enc-ldecod","macroblock.c","363","interpret_mb_mode_B"
"libraries","default","daala","dct.c","8755","dynamic_range"
"GitApps","default","mozjpeg","jccoefct.c","313","compress_first_pass"
"spec2006","v1.1","401.bzip2","blocksort.c","966","mainSort"
"NPB","2.3-OpenACC-C","UA-SNU","mason.c","1775","mor_s_e_nn"
"mediabench","default","h264dec-lencod","mv-search.c","258","SetupLargerBlocks"
"netlib","default","chebyshev","chebyshev_prb.c","208","test01"
"spec2006","v1.1","464.h264ref","vlc.c","215","ue_linfo"
"mediabench","default","h264enc-ldecod","macroblock.c","367","interpret_mb_mode_B"
"spec2006","v1.1","456.hmmer","mathsupport.c","152","init_ilogsum"
"GitApps","default","mozjpeg","jcmarker.c","329","emit_multi_dht"
"cortexsuite","default","sphinx","ngram_model_set.c","156","ngram_model_set_init"
"NPB","2.3-OpenACC-C","UA-SNU","adapt.c","957","merging"
"libraries","default","daala","pvq.c","476","od_vector_log_mag"
"NPB","2.3-OpenACC-C","UA-SNU","precond.c","258","setpcmo_pre"
"mediabench","default","h264enc-lencod","mv-search.c","290","SetupLargerBlocks"
"NPB","2.3-OpenACC-C","MG","mg.c","313","setup"
"cortexsuite","default","lda","lda-model.c","163","new_lda_model"
"ALPBench","v1.0","MPGdec","recon.c","970","form_component_prediction"
"libraries","default","flac","lpc.c","1179","FLAC_lpc_restore_signal_wide"
"libraries","default","daala","pvq.c","1049","od_pvq_synthesis_partial"
"libraries","default","silk","SKP_Silk_noise_shape_analysis_FIX.c","83","limit_warped_coefs"
"NPB","2.3-OpenACC-C","UA-SNU","move.c","55","move"
"spec2006","v1.1","401.bzip2","blocksort.c","872","mainSort"
"ALPBench","v1.0","MPGenc","motion.c","1781","dist1"
